1777;North East Timor Basin;;;;;ocean;;;0;;0;0;0;0;0;0;0;0;15038;5064;15038;5064;15038;5064;15038;5064;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;15081;5113;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1778;Coast of  Yogyakarta ;;;;;ocean;;;0;;0;0;0;0;0;0;0;0;15451;5040;15451;5040;15451;5040;15451;5040;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;15434;5041;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1779;Yogyakarta ;;;;Tropical;jungle;;;40;;0;0;0;0;0;0;0;70;15392;4952;15413;4944;15321;4964;15413;4944;0;15327;4938;1;15342;4938;2;15475;4951;3;15461;4947;0;15383;4925;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1780;Batavia;;;;Tropical;jungle;;;50;;3;1776;1;1;10;0;0;100;15302;4880;15335;4907;15222;4944;15290;4878;9;15282;4921;4;15262;4925;1;15411;4894;3;-100;-100;0;15334;4876;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1781;West Java Sea;;;;;ocean;;;0;;0;0;0;0;0;0;0;0;15393;4776;15356;4794;15393;4776;15393;4776;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;15341;4816;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1782;Java Sea;;;;;ocean;;;0;;0;0;0;0;0;0;0;0;15537;4756;15547;4796;15537;4756;15537;4756;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;15531;4800;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1783;Kutai River;;;;;river;;;0;;0;0;0;0;0;0;0;0;15840;4588;15840;4588;15840;4588;15840;4588;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;15828;4612;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1784;Sungai Barito River;;;;;river;;;0;;0;0;0;0;0;0;0;0;15702;4667;15702;4667;15702;4667;15702;4667;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;15718;4686;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1785;Pontianak;;;;Tropical;jungle;;;33;;0;1764;1;0;0;0;0;10;15543;4687;15521;4659;15439;4583;15577;4661;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;15631;4713;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1786;Semitau;;;;Tropical;jungle;;;10;;0;0;0;0;0;0;0;0;15621;4597;15621;4597;15621;4597;15621;4597;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;15611;4584;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1787;Kuching;;;;Tropical;jungle;;;33;;2;1764;0;0;0;0;0;20;15546;4473;15559;4510;15511;4457;15604;4426;1;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;15601;4467;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1788;Bandar Seri Begawan;;;;Tropical;jungle;;;33;;0;1795;1;0;10;0;0;20;15738;4404;15738;4404;15689;4376;15738;4404;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;15746;4405;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1789;Jesselton;;;;Tropical;mountain;;;33;;0;0;1;0;30;0;0;20;15899;4279;15899;4279;15816;4266;15899;4279;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;15923;4298;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1790;Babuyan;;;;Tropical;jungle;;;33;;2;1796;0;0;0;0;0;10;15970;4052;16001;4012;15975;4027;15985;4052;14;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;15964;4052;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1791;Tarakan;;;;Tropical;mountain;;;33;;0;1972;0;0;10;0;0;0;15916;4407;15878;4421;15974;4411;15769;4467;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;15770;4506;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1792;Samarinda;;;;Tropical;jungle;;;33;;0;0;0;0;10;0;0;0;15889;4535;15861;4574;15989;4547;15889;4535;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;15885;4532;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1793;Balikpapan;;;;Tropical;jungle;;;33;;0;1797;1;0;10;0;0;10;15817;4621;15761;4627;15898;4665;15817;4621;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;15797;4634;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1794;Banjarmasin;;;;Tropical;jungle;;;33;;2;0;0;0;0;0;10;10;15778;4750;15778;4750;15709;4769;15844;4736;14;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;15794;4732;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1795;Brunel Bay;;;;;ocean;;;0;;0;0;0;0;0;0;0;0;15678;4324;15678;4324;15678;4324;15678;4324;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;15660;4321;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1796;Luzon Bay;;;;;ocean;;;0;;0;0;0;0;0;0;0;0;15910;4062;15864;4067;15910;4062;15910;4062;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;15847;4099;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1797;Makassar Sea;;;;;ocean;;;0;;0;0;0;0;0;0;0;0;15958;4671;15958;4671;15958;4671;15958;4671;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;15959;4627;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1798;South China Sea;;;;;ocean;;;0;;0;0;0;0;0;0;0;0;15683;4007;15683;4007;15683;4007;15683;4007;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;15756;3930;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1799;Calbayog;;;;Tropical;jungle;;;35;;3;1808;0;0;0;0;0;0;16322;3960;16322;3960;16371;4000;16303;3985;8;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;16339;3940;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1800;Baguio;;;;Tropical;jungle;;;35;;3;0;1;0;0;0;0;0;16084;3761;16055;3755;16055;3815;16027;3719;8;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;16104;3780;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1801;Manila Bay;;;;;ocean;;;0;;0;0;0;0;0;0;0;0;16047;3728;15925;3737;16047;3728;16047;3728;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;16012;3830;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1802;Ilagan;;;;Tropical;jungle;;;35;;0;0;0;0;0;0;5;0;16097;3698;16098;3645;16136;3696;16071;3708;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;16094;3644;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1803;Laoag;;;;Tropical;jungle;;;35;;0;1718;1;0;0;5;5;0;16073;3599;16054;3571;16070;3503;16055;3544;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;16062;3536;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1804;Manila;;;;Tropical;jungle;;;35;;3;1801;7;1;0;15;35;0;16225;3872;16225;3872;16183;3866;16225;3872;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;16239;3869;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1805;Casiguran;;;;Tropical;jungle;;;35;;3;1807;1;0;0;0;5;0;16268;3825;16268;3825;16246;3800;16286;3838;14;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;16271;3817;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1806;West Philippine Sea;;;;;ocean;;;0;;0;0;0;0;0;0;0;0;16350;3518;16350;3518;16350;3518;16350;3518;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;16377;3550;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1807;Quezon Sea;;;;;ocean;;;0;;0;0;0;0;0;0;0;0;16255;3652;16219;3705;16255;3652;16255;3652;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;16192;3702;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;;
1808;Manila Sea;;;;;ocean;;;0;;0;0;0;0;0;0;0;0;16380;3929;16416;3926;16380;3929;16380;3929;12;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;16375;3875;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;;
1809;Mariana Trench;;;;;ocean;;;0;;0;0;0;0;0;0;0;0;16544;3157;16544;3157;16544;3157;16544;3157;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;16556;3262;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;;
1810;North Philippine Sea;;;;;ocean;;;0;;0;0;0;0;0;0;0;0;16654;3413;16654;3413;16654;3413;16654;3413;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;16634;3451;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;;
1811;Izu-Shoto;;;;;ocean;;;0;;0;0;0;0;0;0;0;0;16868;3066;16868;3066;16868;3066;16868;3066;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;16863;3180;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;;
1812;Bonin Islands;;;;Tropical;mountain;;;60;;2;1816;1;0;0;0;0;0;17121;3177;17121;3177;17151;3196;17097;3186;8;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;17118;3176;17090;3131;17146;3220;17152;3040;17102;3180;17061;3028;17034;2883;17011;2821;17137;3000;-1;-1
1813;Sea of Bonin Islands;;;;;ocean;;;0;;0;0;0;0;0;0;0;0;17085;2868;17085;2868;17085;2868;17085;2868;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;17084;2931;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;;
1814;#NA;;;;Tropical;mountain;;;0;;0;0;0;0;0;0;0;0;17032;2886;17032;2886;17007;2894;17032;2886;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;;
1815;#NA;;;;Tropical;mountain;;;0;;0;0;0;0;0;0;0;0;17110;3020;17110;3020;17155;3013;17110;3020;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;;
1816;#NA;;;;;ocean;;;0;;0;0;0;0;0;0;0;0;17210;3120;17210;3120;17210;3120;17210;3120;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;;
1817;#NA;;;;;ocean;;;0;;0;0;0;0;0;0;0;0;17036;3167;17036;3167;17036;3167;17036;3167;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;;
1818;Akita;;;;Subtropical;mountain;;;80;;0;1827;3;3;10;0;0;0;16739;2410;16767;2427;16717;2421;16767;2427;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;16776;2392;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;;
1819;Sendai;;;;Subtropical;mountain;;;80;;0;0;10;10;0;80;40;0;16847;2455;16834;2443;16861;2379;16834;2443;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;16829;2440;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;;
1820;Fukushima;;;;Subtropical;mountain;;;80;;0;0;6;3;0;20;60;0;16843;2561;16822;2559;16870;2559;16822;2559;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;16812;2553;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;;
1821;Niigata;;;;Subtropical;mountain;;;80;;0;1827;8;3;0;0;60;0;16742;2579;16742;2579;16714;2551;16742;2579;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;16730;2570;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;;
1822;Tokyo;;;;Subtropical;clear;;;90;;0;1826;25;10;0;80;0;0;16862;2646;16832;2636;16831;2671;16832;2636;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;16824;2620;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;;
1823;Nagoya;;;;Subtropical;forest;;;80;;2;1826;12;5;0;60;0;0;16714;2687;16725;2671;16751;2697;16743;2673;15;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;16706;2655;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1824;Kanazawa;;;;Subtropical;forest;;;80;;1;0;8;3;0;0;0;0;16650;2596;16659;2601;16615;2576;16654;2547;9;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;16655;2601;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1825;Osaka;;;;Subtropical;clear;;;80;;3;1685;12;15;0;60;60;0;16652;2716;16631;2704;16648;2778;16648;2742;8;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;16655;2707;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1826;South Japan Trench;;;;;ocean;;;0;;0;0;0;0;0;0;0;0;16845;2720;16845;2720;16845;2720;16845;2720;9;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;16796;2722;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1827;Sea of Japan;;;;;ocean;;;0;;0;0;0;0;0;0;0;0;16581;2441;16581;2441;16581;2441;16581;2441;9;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;16606;2459;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1828;South Kuril Trench;;;;;ocean;;;0;;0;0;0;0;0;0;0;0;17175;2324;17175;2324;17175;2324;17175;2324;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;17121;2427;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1829;North Japan Trench;;;;;ocean;;;0;;0;0;0;0;0;0;0;0;16897;2460;16897;2460;16897;2460;16897;2460;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;16932;2459;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1830;Eastern Sea of Sapporo;;;;;ocean;;;0;;0;0;0;0;0;0;0;0;16917;2223;16917;2223;16917;2223;16917;2223;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;16970;2197;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1831;Western Sea of Sapporo;;;;;ocean;;;0;;0;0;0;0;0;0;0;0;16662;2104;16662;2104;16662;2104;16662;2104;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;16627;2062;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1832;Toyohara;;;;Subarctic;forest;;;60;;1;1649;1;0;0;0;0;0;16722;1924;16716;1927;16720;1853;16673;1875;8;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;16700;1909;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1833;Asahikawa;;;;Subarctic;forest;;;60;;2;0;3;0;0;0;60;0;16775;2055;16823;2097;16750;2020;16809;2076;12;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;16772;2088;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1834;Sapporo;;;;Temperate;mountain;;;60;;0;1831;6;1;0;0;60;0;16775;2197;16816;2194;16697;2263;16816;2194;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;16824;2163;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1835;Shana;;;;Subarctic;mountain;;;60;;2;1837;0;0;0;0;0;0;17019;1921;17019;1921;17029;1948;17009;1914;9;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;17009;1902;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1836;Tomari;;;;Subarctic;mountain;;;60;;2;1837;0;0;0;0;0;0;9472;3392;9472;3392;9472;3392;9472;3392;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;16965;2030;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1837;South Kuril Islands;;;;;ocean;;;0;;0;0;0;0;0;0;0;0;16970;1909;16896;1926;16970;1909;16970;1909;11;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;16895;1901;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1838;Coast of Ocha;;;;;ocean;;;0;;0;0;0;0;0;0;0;0;16725;1638;16714;1621;16725;1638;16725;1638;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;16688;1585;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1839;Uruppu;;;;Subarctic;mountain;;;35;;2;1837;1;0;0;0;0;0;17057;1776;17057;1776;17076;1803;17048;1804;8;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;17057;1770;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1840;North Kuril Trench;;;;;ocean;;;0;;0;0;0;0;0;0;0;0;17328;1627;17328;1627;17328;1627;17328;1627;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;17267;1713;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1841;Shumushushima;;;;Subarctic;mountain;;;35;;2;1842;1;0;0;0;0;0;17086;1592;17086;1592;17054;1580;17087;1545;9;17087;1563;6;-100;-100;0;-100;-100;0;-100;-100;0;17073;1648;17082;1558;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1842;North Kuril Islands;;;;;ocean;;;0;;0;0;0;0;0;0;0;0;17085;1540;17021;1521;17085;1540;17085;1540;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;17149;1538;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1843;Petropavlovsk-Kamtjatskij;;;;Subarctic;mountain;;;35;;1;1848;2;0;0;0;0;0;17006;1214;17006;1214;17057;1460;16976;1293;8;16956;1127;2;16965;1148;6;-100;-100;0;-100;-100;0;17013;1217;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1844;Sea of Petropavlovsk-Kamtjatskij;;;;;ocean;;;0;;0;0;0;0;0;0;0;0;16893;1258;16874;1283;16893;1258;16893;1258;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;16848;1264;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1845;Sea of Okhotsk;;;;;ocean;;;0;;0;0;0;0;0;0;0;0;16592;1434;16664;1291;16592;1434;16592;1434;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;16590;1236;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1846;Kronoki;;;;Subarctic;mountain;;;20;;0;0;0;0;0;0;0;0;17034;885;17034;885;17167;1112;17034;885;0;16978;822;2;16966;845;6;-100;-100;0;-100;-100;0;16994;964;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1847;Commodore;;;;Subarctic;clear;;;35;;2;1848;0;0;0;0;0;0;17293;1200;17285;1209;17330;1229;17268;1196;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;17294;1184;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1848;Beringa;;;;;ocean;;;0;;0;0;0;0;0;0;0;0;17283;1208;17263;1267;17283;1208;17283;1208;1;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;17300;1120;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1849;Aleutian Basin;;;;;ocean;;;0;;0;0;0;0;0;0;0;0;17729;401;17729;401;17729;401;17729;401;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;17530;755;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1850;Viliga-Kusjka;;;;Arctic;mountain;;;20;;0;0;0;0;0;0;0;0;16703;537;16703;537;16732;606;16703;537;0;16669;506;4;16644;517;3;-100;-100;0;-100;-100;0;16734;525;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1851;Coast of Kronoki;;;;;ocean;;;0;;0;0;0;0;0;0;0;0;17154;899;17154;899;17154;899;17154;899;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;17137;862;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1852;South Kamchatka Bay;;;;;ocean;;;0;;0;0;0;0;0;0;0;0;16772;966;16772;966;16772;966;16772;966;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;16783;826;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1853;North Kamchatka Bay;;;;;ocean;;;0;;0;0;0;0;0;0;0;0;16795;691;16770;757;16795;691;16795;691;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;16846;794;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1854;Anadyr Sea;;;;;ocean;;;0;;0;0;0;0;0;0;0;0;17168;550;17168;550;17168;550;17168;550;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;17203;441;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1855;Kamenskoje;;;;Arctic;mountain;;;20;;0;0;0;0;0;0;40;0;17283;295;17283;295;16943;577;17283;295;0;17172;180;4;17156;188;6;17136;204;2;-100;-100;0;17285;199;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1856;Ostrolv Beringa Sea;;;;;ocean;;;0;;0;0;0;0;0;0;0;0;9472;3392;9472;3392;9472;3392;9472;3392;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;17650;776;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1857;Kamenskoje North Coast;;;;;ocean;;;0;;0;0;0;0;0;0;0;0;17689;102;17689;102;17689;102;17689;102;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;17680;95;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1858;Kamenskoje South Coast;;;;;ocean;;;0;;0;0;0;0;0;0;0;0;17475;329;17475;329;17475;329;17475;329;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;17467;287;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1859;East Bering Sea;;;;;ocean;;;0;;0;0;0;0;0;0;0;0;18150;416;18150;416;18150;416;18150;416;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;18188;551;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1860;East Bering Sea;;;;;ocean;;;0;;0;0;0;0;0;0;0;0;9472;3392;9472;3392;9472;3392;9472;3392;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;17685;943;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1861;Southeast Bering Sea;;;;;ocean;;;0;;0;0;0;0;0;0;0;0;18580;790;18538;741;18580;790;18580;790;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;18505;754;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1862;South Bering Sea;;;;;ocean;;;0;;0;0;0;0;0;0;0;0;17713;947;17713;947;17713;947;17713;947;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;18010;989;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1863;Attu;;;;Arctic;clear;;;33;;2;1864;1;0;0;0;0;0;17718;1237;17713;1229;17702;1248;17741;1241;15;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;17717;1220;17759;1272;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1864;West Aleutians islands;;;;;ocean;;;0;;0;0;0;0;0;0;0;0;17659;1218;17646;1262;17659;1218;17659;1218;10;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;17635;1180;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1865;#NA;;;;;ocean;;;0;;0;0;0;0;0;0;0;0;17731;1330;17731;1330;17731;1330;17731;1330;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1866;Goa;;;;Subtropical;clear;;;45;;0;1482;2;0;0;0;0;0;13445;3762;13443;3729;17796;1242;17796;1242;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;13452;3740;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1867;West Aleutian Trench;;;;;ocean;;;0;;0;0;0;0;0;0;0;0;17790;1421;17836;1493;17790;1421;17790;1421;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;17923;1414;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
